matricule,first_name,last_name,date_naiss,gender,ministry,grade,diff_recens,diff_conges,diff_travail,actif
099244-Q,Burgess,Chezier,2/15/1972,Male,MINCOM,B,9555864,177323,554897207,1
303212-S,Saunderson,Swanne,10/22/1979,Male,MINFI,C,319622,1242222,561550822,1
287618-H,Neddie,Perchard,9/24/1976,Male,MINCOM,C,2742347,384873,251008522,1
610680-W,Livvie,Flacknell,4/17/1986,Female,MINFI,D,11143922,2044449,1610717693,1
103658-O,Peg,Bannon,7/8/1975,Female,MINEDUB,B,4557785,2564177,627700562,1
904318-F,Jorie,Theaker,10/31/1979,Female,MINCOM,C,4548091,321469,188905401,1
650224-U,Davidson,Sergeaunt,6/12/1973,Male,MINCOM,D,13024824,1261192,1469580880,1
735539-B,Johnathan,Abrahamsohn,1/27/2001,Male,MINREX,A,14958245,1305107,1371584777,1
998578-K,Ingamar,Grzegorecki,3/29/1994,Male,MINREX,C,5399115,303892,514225587,1
459793-U,Toiboid,Murphy,8/11/1995,Male,MINCOM,D,7185027,1885728,1146862898,1
937637-J,Redford,O'Currigan,8/6/1984,Male,MINCOM,D,371986,241148,454949919,1
472288-E,Michelina,Paddon,6/25/1994,Female,MINCOM,A,15268272,731250,1115536632,1
043666-A,Arabelle,Kolakovic,7/23/1995,Female,MINSEC,D,4922212,162233,504711083,1
518169-Z,Giacobo,Yosselevitch,9/30/1992,Male,MINFI,B,12530773,2483632,345338309,1
884047-I,Amabel,Silver,7/8/1991,Female,MINSEC,C,296119,765586,790338281,1
721260-I,Judon,von Hagt,6/9/1987,Male,MINSEC,C,9578020,2381519,626191188,1
214508-D,Beck,Kloser,3/4/1985,Male,MINFI,A,1680718,2291566,1789385046,1
951362-F,Keene,Mantione,7/13/2002,Male,MINREX,B,10742943,2060502,1875439942,1
694235-I,Margarethe,Jackson,6/4/1975,Female,MINFI,A,14979397,581416,1196663559,1
532783-C,Nerissa,Klemz,11/1/1986,Female,MINEDUB,D,11071084,267740,877131,1
174709-K,Clemmie,Saing,5/3/1978,Male,MINFI,A,5602763,2140130,619829815,1
287765-T,Baillie,Bartul,10/29/2001,Male,MINCOM,D,234783,2197720,597272319,1
704888-Y,Emilio,Broadley,10/27/2002,Male,MINSUP,C,8201956,645683,1121644297,1
291034-I,Abran,Rangle,10/13/1998,Male,MINSEC,D,1810529,1030044,260364850,1
406720-P,Risa,Toth,11/19/1990,Female,MINSUP,C,2723918,73065,1891515772,1
753894-N,Kinsley,Robet,8/17/1998,Male,MINREX,C,3153987,335331,961713559,1
524076-O,Martie,Worrell,8/18/1992,Male,MINCOM,C,5176984,1947140,1130270177,1
343717-V,Velma,Narraway,12/31/1987,Female,MINSEC,A,485564,1011091,1737851093,1
100368-K,Tonya,Biggans,12/14/1980,Bigender,MINSEC,A,2219543,1996924,909646095,1
061354-X,Dulci,Clabburn,5/19/1985,Genderqueer,MINCOM,B,7173160,1981012,1632083057,1
935857-S,Chas,Nock,3/24/1980,Male,MINSEC,B,7255662,1490147,792003850,1
398149-R,Aldridge,Corbishley,1/31/1985,Male,MINREX,B,9395458,672232,65057289,1
969069-S,Gertrude,Atack,9/4/1985,Female,MINSUP,A,1124965,471336,234179211,1
226312-T,Goddard,Bentall,8/19/1999,Male,MINREX,D,5382255,598366,463102425,1
836700-O,Liz,Swinburne,2/22/1978,Female,MINEDUB,C,2722465,1674108,1496627124,1
538825-I,Pennie,Tows,9/23/1974,Female,MINCOM,C,11519923,345314,49082859,1
914347-M,Borg,Sympson,7/11/1976,Male,MINEDUB,A,1385250,1937577,1094655711,1
316858-Y,Nari,Thorbon,6/21/1981,Female,MINSEC,B,13126268,2076039,1490801353,1
757748-I,Lindsey,Hanscom,6/26/1994,Female,MINEDUB,B,9069802,492029,1736040872,1
817115-G,Winona,Llopis,11/17/2002,Female,MINEDUB,D,12113990,65353,1643874458,1
317125-S,Robbert,Leggott,7/16/1977,Genderfluid,MINCOM,A,7835824,2348348,1351948758,1
474651-Q,Giacinta,Stephens,3/5/1981,Female,MINFI,C,13725154,990449,47243630,1
294850-X,Fidelia,Fearenside,1/12/1983,Bigender,MINEDUB,D,4269043,1239526,1516148189,1
351252-L,Jeddy,Carlsson,9/24/1994,Male,MINFI,A,8694959,1529539,786289655,1
877813-F,Ketti,Roy,5/18/1976,Genderqueer,MINCOM,A,11379247,482866,1858931659,1
736104-C,Tilda,Gaine of England,3/5/2000,Female,MINREX,C,6039396,1139335,1406844396,1
598574-E,Cherri,Pechet,11/6/2001,Female,MINREX,B,8538614,1272425,1208090428,1
689524-C,Remy,Strotone,2/19/2002,Female,MINCOM,C,5673904,1260782,918034656,1
773745-W,Daryn,Bofield,10/22/1984,Genderfluid,MINEDUB,A,7500785,220034,1391392344,1
857274-O,Perceval,Danjoie,7/22/1987,Male,MINCOM,D,11370648,53641,1448749183,1
808939-L,Darlleen,Klishin,7/28/1974,Female,MINSUP,D,6252825,897169,1272760205,1
699586-U,Eolande,Niblo,1/19/1989,Female,MINSUP,D,8016992,1373357,316933697,1
180259-H,Loren,Milson,5/6/1996,Male,MINEDUB,C,4276549,827192,1339423514,1
091157-J,Dawna,Pople,5/17/1976,Non-binary,MINFI,C,5476760,1446657,426345514,1
257922-L,Holly-anne,Koppeck,1/24/1976,Polygender,MINFI,A,10701382,998317,652785875,1
155100-S,Webster,Collicott,4/23/1996,Male,MINCOM,D,14028222,1411385,1153066084,1
517713-G,Horatius,Shailer,2/9/1972,Male,MINFI,D,11189981,1652817,1165898107,1
718996-G,Fredek,Chubb,11/15/1989,Male,MINEDUB,B,1656600,1187843,1455398388,1
234420-B,Gay,Criple,3/3/1980,Male,MINCOM,C,2796106,1844376,1135353374,1
321995-P,Ned,Pladen,9/5/1970,Male,MINEDUB,A,7817634,1302660,1596778791,1
640069-E,Clayson,Lafond,2/7/1998,Male,MINREX,D,1000084,114719,922303352,1
056273-I,Pris,Reye,4/17/1972,Female,MINSUP,A,10698401,620488,240868989,1
632149-Z,Alberik,Diver,4/12/1979,Male,MINEDUB,B,3826604,2138262,557872559,1
342198-O,Flynn,Bidwell,5/28/1998,Male,MINEDUB,D,6368674,7560,416864213,1
677511-V,Oates,Abramcik,8/13/1986,Male,MINSUP,C,5346062,512215,5743731,1
427574-M,Leodora,Hamlett,4/21/1987,Female,MINCOM,B,15533594,2433746,478477947,1
017832-T,Chrissie,Giorgiutti,11/4/1998,Male,MINFI,A,2960846,1041768,910998136,1
410854-U,Angel,Thoresbie,5/31/1997,Female,MINSUP,D,6878469,414820,612399416,1
392969-G,Vivian,Colerick,12/10/1974,Female,MINFI,D,7062507,56496,1299427173,1
613742-J,Bobby,Mounsie,7/25/1987,Female,MINEDUB,B,2847234,334723,1631821290,1
713268-J,Giovanna,Humphery,8/14/1973,Female,MINSEC,B,1167087,328240,1792135969,1
202054-U,Spence,Reiling,9/5/1992,Male,MINEDUB,A,9019807,1613650,1526847078,1
228341-W,Ddene,Epps,11/18/1984,Female,MINSEC,C,12754354,678641,1520913877,1
727924-A,Joaquin,Meineking,6/30/1989,Genderqueer,MINFI,B,4471420,266178,667480085,1
814894-P,Carree,Rosenauer,7/5/1988,Female,MINSUP,A,1369831,1469676,1570043326,1
303462-G,Ives,Hurlin,8/5/1978,Male,MINSUP,C,1099203,429940,1536645720,1
702133-X,Dominique,Berzen,3/2/1987,Male,MINSEC,B,10688008,910797,487062920,1
728872-N,Johnath,Winters,7/6/1994,Female,MINCOM,A,4581758,1129550,246051851,1
342627-G,Pedro,Lorek,8/10/1984,Male,MINEDUB,D,4454551,1791,671531866,1
585016-O,Marita,Duberry,5/5/1983,Female,MINCOM,A,7313508,1506960,132556946,1
778656-O,Torry,Sellwood,1/20/1990,Male,MINFI,D,12646896,1077491,523828657,1
596969-O,Josie,Recher,12/13/1986,Female,MINSEC,B,6323885,213814,1347074680,1
669197-O,Margarita,Odo,6/23/1970,Female,MINCOM,D,3852118,1861005,909209944,1
844781-K,Der,Zorzini,5/12/1981,Genderfluid,MINEDUB,C,9251593,1811799,1105115463,1
000206-V,Lindsay,Kareman,5/8/1990,Polygender,MINSUP,A,1582483,2216872,376851215,1
494063-S,Alexandrina,Twycross,6/23/1987,Agender,MINREX,A,3507629,879780,287139588,1
428679-R,Hanny,Renforth,8/7/1990,Genderfluid,MINREX,B,4876715,1970632,1541792787,1
328219-U,Alva,Doerr,2/13/1970,Genderfluid,MINCOM,A,2772819,14001,1476218888,1
995937-W,Dionis,Titchen,6/4/1997,Female,MINEDUB,A,9861227,753782,1262809067,1
162846-I,Bertrando,Skoyles,9/26/1996,Male,MINREX,B,3204211,368996,976684613,1
939776-G,Vassili,Dixcee,8/21/1979,Male,MINSEC,C,1530681,492269,1746944455,1
102695-J,Vanda,Stallybrass,3/2/2001,Female,MINREX,C,1556382,2419819,437044595,1
514614-N,Waldemar,Sapsford,1/17/1975,Male,MINSUP,C,13077659,231307,1342297716,1
955254-O,Ladonna,Wallege,6/24/1973,Female,MINFI,D,8796354,2172862,531389947,1
857285-V,Carlie,Jiracek,6/26/1984,Male,MINSEC,B,6511973,799488,1412125909,1
077030-F,Gwenni,Davidsen,11/12/1986,Female,MINCOM,A,3983267,863335,1680204831,1
232968-G,Annadiane,Scrymgeour,2/20/1980,Polygender,MINREX,D,9463985,683800,165289637,1
766249-E,Zara,Byrne,11/6/1988,Female,MINSUP,C,3683131,987613,109314936,1
549688-L,Leoline,Brear,1/29/1999,Female,MINCOM,A,8030557,2243467,981922175,1
275728-P,Cale,Byer,9/7/1986,Male,MINSUP,B,12891225,9229,1373803295,1
366146-U,Lay,Fedoronko,2/11/1992,Male,MINCOM,D,3620922,1593913,684154746,1
051034-B,Holly,Ewells,3/16/2000,Female,MINCOM,C,2713899,695647,760272917,1
885951-O,Anjanette,Feares,4/5/2001,Female,MINREX,A,4693556,2272260,1421112778,1
404729-A,Ody,Klimshuk,2/20/1982,Male,MINSEC,C,9840075,2213675,1770384012,1
191283-U,Evangelin,Spennock,1/15/1979,Female,MINSUP,B,14918118,1681565,632959105,1
043535-G,Rachele,Cassedy,2/22/1998,Female,MINFI,B,14989224,1042967,722081367,1
370648-L,Stephenie,Keyte,3/20/2001,Female,MINSUP,A,5794830,535899,1882235922,1
666791-H,Molly,McPhater,1/29/1973,Female,MINEDUB,A,11668840,838287,602522939,1
867872-G,Hamil,Belfield,4/5/1986,Male,MINSUP,A,12845756,1663885,596343048,1
238207-T,Tremaine,Burniston,6/22/1988,Male,MINEDUB,A,13171953,1195120,105905482,1
194973-J,Robbyn,Camble,7/17/1988,Female,MINSEC,D,356289,82135,15838784,1
339405-G,Amalie,Lafontaine,8/24/1972,Female,MINSEC,C,1526025,2162141,1319401751,1
016581-B,Kinnie,Ovington,2/24/1993,Male,MINFI,A,14377844,768298,957716217,1
430203-E,Hallie,Colmer,1/9/1987,Female,MINCOM,B,12809785,1138783,135600161,1
742472-Q,Korie,Casaroli,2/28/1989,Female,MINEDUB,D,15048401,2165034,1640026171,1
261025-T,Patric,Surmeyer,8/4/1990,Male,MINREX,D,11213470,1925981,1649733785,1
878686-B,Drusilla,Riggey,12/2/1998,Female,MINSUP,B,6598180,2119420,1019406455,1
591129-O,Marin,Detheridge,2/17/1994,Female,MINCOM,C,14777591,362126,1736742824,1
187014-O,Odelia,Mouncher,4/30/1979,Female,MINSEC,D,515425,2408702,1606660326,1
526782-Z,Jarad,Casado,9/3/1975,Male,MINSUP,A,15556735,2336482,481048444,1
513068-F,Arlin,Blacklock,4/25/1992,Male,MINEDUB,C,13904362,916499,694448653,1
203267-R,Vincent,Goodbairn,8/16/1979,Male,MINCOM,C,10039612,298176,470386464,1
147860-K,Charley,Heinonen,4/6/1981,Male,MINEDUB,B,3318694,1833454,765573066,1
710205-Q,Normie,Colquite,1/28/1993,Male,MINSEC,A,10133485,805608,1117082107,1
082990-X,Conrado,Michelmore,1/2/2002,Polygender,MINREX,A,13745859,1075203,1460244168,1
832707-M,Elane,Riste,7/11/1990,Polygender,MINSUP,B,5797647,2507433,1886349190,1
315853-V,Concettina,Herculeson,12/20/1984,Agender,MINCOM,C,14203142,110104,47279227,1
431156-M,Klement,Mulrean,8/4/1986,Male,MINSUP,C,7351021,1961108,1662553459,1
203408-F,Reeba,Bischop,6/16/1975,Female,MINSEC,A,4181349,2124974,403905880,1
343854-N,Parnell,Sabie,8/11/1986,Male,MINFI,D,13874168,1644010,1667138279,1
786500-C,Shelia,Buckbee,1/17/1983,Female,MINEDUB,A,15262244,1740770,1549314486,1
169544-K,Gareth,Castro,3/26/2002,Male,MINSEC,C,10182568,305140,988525751,1
870907-V,Kippy,Gommery,6/25/1986,Male,MINSUP,B,878699,28794,508257794,1
995252-T,Ramonda,Grover,12/30/1991,Non-binary,MINFI,C,13292802,925059,907818584,1
518872-Z,Cori,Garrie,8/13/1981,Male,MINCOM,D,11106216,1404871,1101483783,1
928405-O,Clarinda,Caverhill,1/21/1970,Female,MINCOM,D,15465551,889089,1267680820,1
843313-C,Anatol,Krahl,8/17/1980,Male,MINSUP,C,10105840,2262966,306679117,1
510861-E,Ker,Prescot,5/29/1988,Male,MINEDUB,D,13259149,1241155,1511758192,1
743952-G,Harp,Rockliffe,12/22/1980,Male,MINFI,D,8058822,740444,26915925,1
666186-Q,Brianna,Akenhead,2/20/1997,Female,MINSUP,C,6512211,2347562,1040891964,1
439466-H,Muhammad,Mancell,1/30/1982,Genderfluid,MINFI,A,7442635,442976,408309329,1
026668-E,Sandye,McEntegart,1/31/2002,Bigender,MINCOM,B,2302017,1827702,1435863401,1
752404-R,Symon,Swetmore,11/4/1994,Male,MINREX,C,2758621,7206,1430624607,1
043691-X,Jinny,Michel,6/25/2001,Bigender,MINSEC,A,4485107,1919617,198312284,1
563033-Y,Concettina,Jorry,7/1/1977,Female,MINEDUB,C,3429966,789533,690965018,1
017602-I,Purcell,Tolson,2/22/1995,Male,MINSEC,A,7740423,855188,657174271,1
223040-D,Benedict,Gilberthorpe,1/8/1995,Male,MINSUP,C,14241834,1392284,216645297,1
190881-F,Ainsley,Abbott,2/20/1989,Female,MINSEC,C,428646,1859575,799822047,1
316882-L,Ricard,Warwicker,7/22/1977,Male,MINSUP,B,8862430,724743,973899631,1
693613-V,Janith,Lamps,8/25/1990,Female,MINSUP,C,5382257,1725951,1064123683,1
239371-Q,Goldia,Buswell,11/5/1994,Female,MINFI,C,12313868,1608085,968703015,1
475622-K,Karmen,Mockford,3/9/1975,Female,MINSUP,C,250345,1386638,1225918391,1
358770-E,Hanni,Eccleston,1/23/1974,Female,MINREX,D,11714648,2326174,1429410535,1
427333-U,Arda,Hearons,5/1/1994,Female,MINSEC,D,4596820,1820725,860174821,1
915086-F,Roseanna,Klimaszewski,9/24/1974,Female,MINSUP,D,12700154,988868,1618220567,1
588556-F,Decca,Coonihan,5/5/1971,Male,MINSEC,C,9932617,678107,922213738,1
025294-Y,Des,Grizard,8/1/1991,Male,MINCOM,A,4275283,2229020,274468641,1
481896-X,Ambrose,Sein,9/26/1999,Male,MINREX,A,3833228,985924,633651656,1
880422-C,Stillman,Camois,12/26/2001,Male,MINSEC,C,11594985,1270678,972652296,1
061451-R,Marylee,Olivas,4/28/1990,Female,MINSEC,D,4620131,392471,1338582956,1
945745-B,Innis,Janse,3/20/1977,Male,MINFI,D,4524752,1636475,771759805,1
348202-Q,Ogdan,Hame,8/7/1981,Male,MINREX,D,10598719,1448030,1803088817,1
955606-G,Gerome,Gainsboro,3/24/2001,Male,MINEDUB,A,10298781,1057760,243593145,1
052353-C,Ruddy,Paulich,8/4/1998,Agender,MINCOM,D,4695905,2291408,1342986759,1
633928-P,Melosa,Devany,11/3/1981,Female,MINSUP,B,2170349,1003962,1703526619,1
408164-G,Tybie,Kidstoun,5/12/1989,Female,MINCOM,B,11787581,1685838,1762460536,1
621315-W,Drusi,Gilbart,3/31/1984,Female,MINEDUB,A,13455615,1994710,866309652,1
086547-W,Dyanne,Brogden,7/11/1988,Female,MINREX,D,3204655,101296,364629384,1
732051-I,Court,Snassell,2/13/1999,Male,MINSEC,A,5028350,584312,332139780,1
052764-G,Clare,Kynastone,4/6/1999,Male,MINFI,C,14878708,2483980,563405250,1
733742-Q,Linet,Sabben,9/8/1979,Female,MINEDUB,C,10226979,801585,1457460196,1
603599-I,Charmian,Thacker,9/14/1996,Female,MINSUP,B,13935518,1795652,308563818,1
537668-A,Tudor,Phaup,9/16/1994,Male,MINSEC,A,498471,1463787,893757509,1
832165-S,Dave,Ayre,1/23/1980,Male,MINREX,D,11526941,171872,1031232290,1
792153-W,Ethan,De La Cote,10/21/1978,Male,MINSUP,C,15446007,382020,455215505,1
383354-F,Krisha,Vales,1/7/1981,Male,MINSUP,C,12624725,1522962,887321842,1
377636-E,Pollyanna,Jozefczak,8/30/1977,Female,MINSUP,C,13711278,665268,200698753,1
037689-O,Alejoa,Evemy,10/1/1972,Male,MINSUP,D,10167468,1009957,463588232,1
154140-L,Mireille,Habergham,10/29/1984,Female,MINEDUB,D,14342642,1418625,1634562348,1
766702-T,Jackson,Payton,9/3/1996,Male,MINCOM,B,384873,2032947,1642965758,1
626900-G,Vincents,MacRitchie,6/23/1975,Male,MINCOM,B,859522,1608697,599529500,1
369758-O,Della,Smouten,10/27/1974,Female,MINSUP,D,13062390,2307466,333941619,1
659819-H,Enrique,Brandsen,10/15/1999,Male,MINFI,A,8947048,2131950,1808046847,1
382616-U,Tito,Vuitte,2/6/2000,Male,MINSUP,D,5986894,1056358,1477571071,1
245461-I,Jamima,Howieson,1/17/1993,Female,MINEDUB,C,3927970,321866,1039062756,1
162623-I,Iver,McMearty,8/6/1990,Male,MINSEC,C,1657413,1113707,1003238064,1
305854-G,Cilka,Ludwig,10/22/1996,Female,MINSUP,D,10844145,1245543,1576700824,1
210895-C,Huntlee,Preddy,7/16/1996,Male,MINSEC,A,4948670,2055823,989096999,1
864173-L,Othilie,Ritzman,2/4/1988,Female,MINSUP,D,13356466,88367,1634458997,1
042069-G,Amity,Penylton,11/10/1995,Female,MINSUP,D,1894247,536446,895291256,1
079748-V,Nadia,Rockey,2/28/2002,Female,MINFI,B,9606162,2260365,1116978222,1
969931-M,Simeon,Barthot,7/12/1988,Male,MINREX,A,4996586,244750,140501553,1
218285-J,Tamara,Pimme,9/30/1996,Female,MINEDUB,C,8250298,1031332,2277931,1
217614-O,Ashly,Frankham,5/12/1978,Female,MINSUP,A,10938168,464971,252651860,1
516251-M,Adelaide,Dowse,6/4/1978,Female,MINEDUB,D,9609472,1789492,890669444,1
974192-Q,Mathilde,Poon,3/23/1982,Female,MINCOM,D,5883592,480272,441855033,1
278650-E,Cammie,Dooney,12/24/1971,Non-binary,MINSUP,D,14355268,31131,152566119,1
053506-F,Fons,Megany,9/10/1997,Male,MINFI,A,7577382,1604297,1879867664,1
827822-H,Elisabet,Rushsorth,6/7/1996,Female,MINSEC,B,8532743,2260334,488936664,1
368024-V,Skipp,Gittis,7/29/1982,Male,MINFI,C,15253861,1595513,1493083082,1
682023-U,Nonie,Howett,12/28/1977,Female,MINREX,A,7073767,7497,778255950,1
701056-I,Florri,Ingleby,2/17/1986,Polygender,MINREX,C,5359733,940993,32184164,1
917944-H,Randi,Hirjak,4/20/1983,Male,MINFI,D,5831004,11049,908772240,1
541892-M,Ruby,Deshorts,5/20/1975,Male,MINREX,B,14879132,360241,48471686,1
420032-Z,Verney,Lackmann,2/15/1973,Male,MINREX,C,13230863,2225080,687019057,1
697025-O,Araldo,Chasmar,12/8/2000,Genderfluid,MINSUP,A,10230303,1055937,1844211545,1
859011-F,Inna,Hedlestone,8/1/1998,Female,MINSEC,C,3431218,1508028,121475356,1
487311-F,Elysee,Cresswell,3/28/1987,Female,MINFI,D,2640143,2246104,1405503313,1
765025-R,Pegeen,Etheridge,4/19/1972,Female,MINSEC,D,8657809,819078,379209879,1
148680-C,Kailey,O'Dempsey,3/4/2001,Female,MINCOM,A,293836,1682665,1060513035,1
654292-K,Matt,Grumbridge,1/17/2002,Male,MINEDUB,B,14136008,1152314,1299692491,1
136802-L,Darbee,Nitto,11/15/1971,Male,MINSUP,B,1489160,44092,1283061808,1
956712-L,Teresina,Siemens,1/9/2001,Female,MINSEC,C,15374340,1072858,1322616769,1
540663-X,Angele,Veschambre,10/4/1970,Female,MINREX,C,1908897,465046,1462966984,1
589740-K,Merissa,de Voiels,6/6/1991,Female,MINSUP,D,4815550,2370266,48260422,1
386434-H,Arlie,Wynch,11/13/1981,Female,MINEDUB,B,8056504,1565913,1567598228,1
062792-W,Jarrod,Drissell,2/4/2002,Male,MINEDUB,A,8413173,1093672,382820781,1
217092-S,Cobby,Cuschieri,10/5/1996,Male,MINEDUB,C,8023386,2148188,494635212,1
693606-Y,Astra,Stokoe,8/18/1971,Polygender,MINCOM,A,7493913,394363,1855309925,1
143375-X,Lida,Gillitt,2/20/1984,Female,MINFI,C,4613297,1041231,222167525,1
544114-I,Otto,Treece,9/21/1993,Non-binary,MINREX,B,6298768,2452934,292195912,1
446781-E,Iggy,Manoch,1/5/1987,Male,MINSUP,A,274988,1649191,1489552977,1
590559-M,Brandea,Edwick,5/24/1986,Female,MINEDUB,C,2174042,2272117,1478004117,1
901877-R,Marlow,Kedie,10/1/1989,Male,MINSEC,C,3510480,327231,476733302,1
594759-L,Sheffie,Jeremaes,12/14/1991,Male,MINEDUB,A,11630057,930287,398252932,1
940645-X,Purcell,Silk,9/9/1973,Genderfluid,MINEDUB,D,8954646,904014,514844457,1
576434-I,Netti,Lindelof,2/4/1979,Female,MINCOM,C,10303310,749315,533021072,1
962389-E,Hallie,Lawday,9/27/1973,Female,MINSUP,B,959029,1805254,1306137735,1
613874-D,Deedee,Hankinson,6/22/1989,Female,MINSEC,C,9184893,2133906,1265395831,1
337188-R,Consuelo,Sayburn,7/2/1984,Female,MINSUP,B,3561087,2007840,622437579,1
099137-U,Nathalie,Mouncher,7/31/1972,Female,MINSUP,D,464855,2553845,416850947,1
177422-E,Dennie,Episcopi,9/11/1974,Male,MINCOM,D,11185125,1650098,1618059816,1
376396-S,Ortensia,Filewood,5/21/1983,Female,MINREX,A,4665303,1834658,147851104,1
473962-Y,Ilene,Vernalls,6/19/1990,Non-binary,MINEDUB,C,3022716,614629,447175383,1
490211-R,Rufe,Shiels,3/16/1970,Male,MINFI,D,7828401,2392163,773374316,1
174132-O,Kayle,Kitchen,4/14/1981,Female,MINSUP,C,9912063,1991456,1272021024,1
211169-S,Carlo,McKintosh,12/18/1978,Male,MINFI,D,4260897,1603006,280082988,1
969890-J,Fairleigh,Karolczyk,7/28/2002,Male,MINSUP,D,12188069,2414393,565928594,1
119302-K,Ofelia,Yurkevich,8/30/2001,Female,MINCOM,D,3268827,936480,671241474,1
377608-C,Griz,Betterton,1/14/1995,Male,MINSEC,C,1405008,510785,672398050,1
372617-S,Claudio,Kynnd,5/2/1972,Genderqueer,MINFI,A,6309694,933739,1103321075,1
579514-U,Glenna,Beentjes,1/11/1996,Female,MINSEC,A,13603675,1825037,326285982,1
016931-I,Brooke,Prichard,10/1/2001,Male,MINEDUB,D,7764894,62757,537011766,1
820493-F,Tallie,Blanchard,11/26/1992,Female,MINREX,B,3596445,2524625,189758489,1
600207-C,Merv,Endean,9/9/1985,Male,MINCOM,D,4348793,654695,485746193,1
674652-U,Carmen,Dauncey,6/7/1987,Female,MINEDUB,C,12031261,1172199,1770239670,1
212573-H,Jehu,Middlebrook,11/10/1991,Male,MINSEC,D,10945666,477365,34533325,1
136957-N,Talyah,Gow,1/23/2002,Female,MINSEC,A,14487411,2519784,358014648,1
276953-F,Sheridan,Groven,3/15/1991,Male,MINCOM,C,387838,1191483,1778388912,1
930024-C,Gwenneth,Errey,3/22/1977,Female,MINCOM,B,10087432,2396927,1219920151,1
939194-E,Melina,Jeaves,10/4/2001,Female,MINSEC,C,12627627,2325591,1064981693,1
180960-O,Izaak,Bream,5/7/1990,Male,MINSEC,B,14517998,35408,1101638887,1
889062-K,Guillermo,Commings,6/12/2000,Male,MINREX,A,11052510,1741899,583197372,1
112546-V,Reinhard,Mandres,10/23/1975,Male,MINSUP,A,310328,1408757,1821341863,1
374118-A,Melodee,Beatty,7/17/1987,Female,MINSUP,C,11073410,1890129,945473680,1
328895-E,Stanford,Ivachyov,1/16/1971,Male,MINEDUB,B,11000071,1973880,949883018,1
969598-P,Nolie,Waby,11/2/1993,Female,MINREX,D,15310814,1837111,322140879,1
566864-U,Merline,Cutill,8/7/1992,Female,MINFI,D,4912605,1891896,601986948,1
060730-P,Alena,Cockram,5/4/1979,Female,MINREX,B,12517737,98611,358333358,1
257028-J,Darrin,Plester,7/28/1985,Male,MINCOM,D,8175754,1140332,32170042,1
131460-H,Daffy,Salzberg,11/18/1990,Female,MINREX,D,15811420,2189701,1265840343,1
848145-S,Charlie,Bosdet,12/4/1992,Male,MINREX,D,6938701,2439611,1668128431,1
650259-R,Torey,Trinbey,4/22/2002,Female,MINCOM,C,12695043,514422,174879968,1
752370-I,Eldin,Face,9/20/1970,Male,MINSEC,D,10782897,2041979,1389588874,1
494871-Q,Betti,Ikringill,3/24/1981,Female,MINSEC,A,7190879,596553,698255817,1
388804-C,Bud,Carlsson,8/6/2002,Male,MINFI,D,6313760,818310,1627381072,1
633284-T,Randi,Weiser,4/14/1981,Male,MINSUP,B,11280585,2379234,67128891,1
315611-C,Iggy,Beushaw,12/9/1975,Male,MINSUP,C,5488242,172910,1659421877,1
533315-X,Wiley,Sculpher,10/20/1983,Male,MINEDUB,A,15818804,2247406,461712993,1
064292-I,Micheil,de Vaen,6/1/1970,Male,MINCOM,C,4361618,973708,109804035,1
251432-E,Trixi,Cramphorn,7/3/1991,Female,MINEDUB,D,7416772,2291348,724238406,1
178958-K,Hurlee,Arnli,2/22/1970,Polygender,MINREX,D,15045550,2460537,1107499727,1
474684-V,Gwenora,Ipgrave,2/15/1978,Female,MINEDUB,C,2578626,417492,1141870051,1
328009-G,Coriss,Puckey,1/6/1977,Female,MINFI,A,9453221,755143,1750799650,1
995715-F,Tory,Tuff,7/25/1996,Female,MINSUP,C,788001,1421338,1507495564,1
225793-J,Ferdy,Larkcum,10/16/1993,Male,MINEDUB,B,11013412,78144,302309206,1
112121-I,Ajay,Chesher,12/27/1992,Genderfluid,MINSEC,D,8949354,1201367,1434954676,1
707553-G,Renate,Lantiffe,11/9/1977,Genderfluid,MINCOM,C,15509513,124841,783314711,1
924169-X,Mackenzie,Flavelle,11/19/1993,Male,MINCOM,C,4097504,1061912,483209966,1
629560-Y,Helga,Amps,2/8/1993,Female,MINSUP,D,12411307,7813,203566369,1
243916-C,Kellie,Whitely,1/26/2001,Female,MINREX,A,14599345,779761,1424463349,1
164363-E,Tarrance,Okenden,2/18/1977,Male,MINFI,B,2640575,418150,1754559980,1
829891-N,Claybourne,Chapple,3/26/1973,Male,MINCOM,D,5982626,978757,61338051,1
512187-J,Violette,Teggin,2/20/1971,Female,MINSUP,A,14585738,29375,750304962,1
359384-Y,Darryl,Falvey,6/20/1997,Female,MINCOM,A,2313478,1053993,226182900,1
